0.654603116;1.301381696;2.177023769;2.874082422
0.57955155;1.174941;1.976195429;2.613296363
0.565918729;1.199253776;2.072548447;2.776859888
0.70225744;1.270601766;2.017477408;2.598934563
0.681120457;1.296675559;2.154403996;2.854845051
0.747984166;1.456289646;2.399783306;3.14321723
0.735199902;1.383911299;2.281821483;3.010003723
0.581493969;1.170110245;1.964484001;2.593538154
0.650201409;1.364997108;2.337735319;3.116828721
0.621415931;1.305156608;2.210852687;2.918075577
0.697396933;1.318662124;2.120349178;2.737411829
0.657054351;1.385132358;2.369583966;3.150845945
0.657828129;1.379054304;2.368209741;3.165707111
0.695067718;1.362605562;2.254073348;2.960937458
0.737879836;1.364830185;2.186746823;2.826043685
0.74788132;1.357719483;2.155683542;2.77405227
0.752865544;1.340905789;2.1364661;2.771415072
0.620597673;1.275584326;2.181331805;2.917503208
0.636314644;1.245289542;2.057482401;2.696455563
0.565152863;1.309450557;2.336272398;3.166431449
0.568064576;1.175452451;1.979955563;2.609872766
0.717353088;1.379346156;2.304619136;3.063087256
0.592040972;1.18568434;2.012786236;2.686849657
0.7266093;1.465908866;2.487140296;3.314379926
0.58423314;1.149902636;1.888148794;2.457979668
0.613515959;1.31786754;2.257299637;2.996496101
0.661378167;1.412059774;2.448530598;3.291184773
0.651618102;1.342462015;2.280524448;3.028703848
0.675961876;1.345930323;2.232512044;2.92638598
0.710192079;1.364393239;2.230169274;2.909620211
0.62887319;1.168173158;1.890106713;2.45981054
0.624791085;1.231231921;2.064075249;2.733181007
0.61683128;1.231738096;2.042456257;2.675540255
0.739756753;1.405939321;2.296342748;3.000544556
0.552264554;1.251613981;2.218190248;2.999488498
0.602439458;1.28129786;2.181066159;2.887570949
0.732963094;1.44638838;2.419878161;3.200462633
0.596166528;1.315836362;2.312010642;3.120255609
0.715872328;1.399238028;2.301155083;3.005305932
0.609595383;1.331823041;2.314613931;3.098469821
0.709053879;1.255510318;1.983037766;2.554828724
0.578137618;1.18687864;2.018752483;2.686631749
0.66059594;1.291398885;2.140919144;2.815614177
0.63883338;1.314878112;2.215664135;2.925030436
0.553409194;1.252790753;2.185531667;2.919365587
0.735425243;1.326180002;2.118556997;2.744147521
0.700827169;1.257367496;1.991171799;2.56569887
